tF_wis_h1,tF_cov95_h1,tS_wis_h1,tS_cov95_h1,tF_wis_h2,tF_cov95_h2,tS_wis_h2,tS_cov95_h2,tF_wis_h3,tF_cov95_h3,tS_wis_h3,tS_cov95_h3,tF_wis_h4,tF_cov95_h4,tS_wis_h4,tS_cov95_h4,n_full,n_strict,region,baseline,seed
0.18272358375269557,0.8188976377952756,0.20335582431776228,0.7516778523489933,0.2449338831024933,0.9448818897637795,0.2579909308802884,0.9328859060402684,0.2928548782719303,0.905511811023622,0.2782411225043822,0.9194630872483222,0.33575628354485665,0.8740157480314961,0.30047376135268167,0.8993288590604027,254,149,hhs3,vanilla_mamba,456
0.1977136822311114,0.9291338582677166,0.18306501092204208,0.9328859060402684,0.3120543671726076,0.8582677165354331,0.2720087045683972,0.87248322147651,0.42002517122207705,0.7637795275590551,0.3409692346471159,0.8120805369127517,0.4823486593036032,0.7598425196850394,0.38316558340771373,0.8322147651006712,254,149,hhs3,vanilla_mamba,789
0.1653324688083784,0.9094488188976378,0.18881442201985624,0.8791946308724832,0.2802996136302617,0.9212598425196851,0.29392836350962415,0.912751677852349,0.3813916833435021,0.8110236220472441,0.3823030702444257,0.8120805369127517,0.44892398914065323,0.7598425196850394,0.41205048671225997,0.8053691275167785,254,149,hhs3,vanilla_mamba,1024
0.22569259724109192,0.8346456692913385,0.22565456337716108,0.8523489932885906,0.31694991505649334,0.8740157480314961,0.32901655716260253,0.8859060402684564,0.3722772520232088,0.8582677165354331,0.3863765935155257,0.8590604026845637,0.4723003938845715,0.7598425196850394,0.46022615275112644,0.8389261744966443,254,149,hhs3,patchtst,42
0.2276919828187687,0.7952755905511811,0.2007168789658529,0.8590604026845637,0.2804359647957634,0.8976377952755905,0.2917009050725872,0.8926174496644296,0.3466924804381812,0.905511811023622,0.3458947889813485,0.87248322147651,0.40111489031910275,0.905511811023622,0.3813201721904854,0.8859060402684564,254,149,hhs3,patchtst,123
0.24577809275596474,0.8779527559055118,0.2509467904442633,0.8993288590604027,0.3312455836753385,0.8818897637795275,0.35662875127422144,0.87248322147651,0.38074844413525294,0.8700787401574803,0.3930973891601876,0.8523489932885906,0.4238981692397151,0.8661417322834646,0.4168504879475894,0.8657718120805369,254,149,hhs3,patchtst,456
0.22259512339632032,0.9015748031496063,0.22678336623460227,0.9194630872483222,0.3064080276800337,0.9448818897637795,0.3157006225241561,0.9328859060402684,0.332497380252088,0.9251968503937008,0.3376942839433551,0.9194630872483222,0.3905456265622082,0.9015748031496063,0.3708663098178465,0.9060402684563759,254,149,hhs3,patchtst,789
0.1916932840964407,0.8779527559055118,0.17635411670813675,0.8791946308724832,0.2695718567594217,0.9330708661417323,0.2565825716741025,0.9261744966442953,0.32517244428907416,0.889763779527559,0.3093970318343471,0.8926174496644296,0.34955204059264544,0.9133858267716536,0.34391315166492,0.912751677852349,254,149,hhs3,patchtst,1024
0.12567077307588548,0.933852140077821,0.1380223120749461,0.9194630872483222,0.21367645799483506,0.9455252918287937,0.23426702178687678,0.9395973154362416,0.2826321697679251,0.9299610894941635,0.29989303359060415,0.9328859060402684,0.34694072673509296,0.8754863813229572,0.3610805352905795,0.8993288590604027,257,149,hhs3,cg_mamba,42
0.12978641940468086,0.9221789883268483,0.14317782863749048,0.9060402684563759,0.21590212646212928,0.9299610894941635,0.24188453196331633,0.912751677852349,0.28131325174025784,0.9416342412451362,0.3064451830866218,0.9328859060402684,0.3323659881223933,0.9182879377431906,0.3554297296184523,0.8926174496644296,257,149,hhs3,cg_mamba,123
0.13577822872740208,0.9221789883268483,0.14241825792533477,0.9194630872483222,0.2248376291668307,0.9182879377431906,0.2354006617360154,0.912751677852349,0.2914591637460671,0.9066147859922179,0.2906969428877491,0.912751677852349,0.35225496665516304,0.8210116731517509,0.34570466510598485,0.8590604026845637,257,149,hhs3,cg_mamba,456
0.128696266235507,0.933852140077821,0.14051834925212103,0.9194630872483222,0.21891565103407226,0.933852140077821,0.23616357522413048,0.9328859060402684,0.28814966035416295,0.8910505836575876,0.2961356815284751,0.9261744966442953,0.35461431888577544,0.8443579766536965,0.3545201827695709,0.8926174496644296,257,149,hhs3,cg_mamba,789
0.12732272732541564,0.9299610894941635,0.14054780326530028,0.9194630872483222,0.2081498528031609,0.9260700389105059,0.22879670531420823,0.912751677852349,0.26538642330738244,0.9105058365758755,0.276328935762229,0.9060402684563759,0.3292440729448739,0.8482490272373541,0.33880314464318323,0.87248322147651,257,149,hhs3,cg_mamba,1024
0.18333671836368773,0.9448818897637795,0.20172636389397078,0.9261744966442953,0.349703749909305,0.9212598425196851,0.3859008786388317,0.9060402684563759,0.4563967422871968,0.9251968503937008,0.4901967411244701,0.912751677852349,0.5469952814650103,0.9330708661417323,0.5836032722547285,0.9194630872483222,254,149,hhs4,dlinear,-1
0.23301857045747315,0.9251968503937008,0.2395815942609885,0.9328859060402684,0.42834835090558726,0.9251968503937008,0.42238229496158963,0.9395973154362416,0.5288636329445919,0.8385826771653543,0.49484035525223447,0.8523489932885906,0.66204489336039,0.7637795275590551,0.5740359196956611,0.7986577181208053,254,149,hhs4,lstm,42
0.20597472897297622,0.9763779527559056,0.22349209501983533,0.9664429530201343,0.3688983205263201,0.9488188976377953,0.37449485561463103,0.9463087248322147,0.4912196933046983,0.9448818897637795,0.4820939307456571,0.959731543624161,0.5951264795654352,0.8503937007874016,0.5329794392184914,0.8993288590604027,254,149,hhs4,lstm,123
0.2681130583935034,0.8700787401574803,0.25469320330196255,0.8993288590604027,0.4420445466177654,0.8740157480314961,0.39434333382225795,0.9060402684563759,0.635627399372969,0.8267716535433071,0.5333376522452691,0.8791946308724832,0.7411657770461896,0.7795275590551181,0.570142389291511,0.8456375838926175,254,149,hhs4,lstm,456
0.22747289490567335,0.8543307086614174,0.22391244896740123,0.8926174496644296,0.3941748277993914,0.905511811023622,0.35522729723343816,0.9261744966442953,0.5168560473890136,0.8937007874015748,0.4356761507799058,0.9395973154362416,0.6648879052333494,0.7755905511811023,0.5160368539794963,0.8389261744966443,254,149,hhs4,lstm,789
0.18844085769498248,0.9330708661417323,0.19327447223088157,0.9395973154362416,0.368029910808749,0.9015748031496063,0.38114386689520285,0.9261744966442953,0.5043841326663578,0.8779527559055118,0.5103359461957935,0.9060402684563759,0.6141039481154211,0.7952755905511811,0.5981622472133465,0.87248322147651,254,149,hhs4,lstm,1024
0.29759803304086313,0.8858267716535433,0.3345424875808247,0.8523489932885906,0.40675220682968355,0.8976377952755905,0.418536640748155,0.9060402684563759,0.5344880845346339,0.8346456692913385,0.529242820595102,0.8657718120805369,0.5819491147793875,0.8543307086614174,0.5532839840225903,0.8993288590604027,254,149,hhs4,vanilla_mamba,42
